Anschrift,Ortskürzel,Streckennummer,Servicebezirk,Standortart,Ort_Lat,Ort_Lon,
Heudeber-Danstedt BTS 14492,HDD_,6425  (Heudeber-Danstedt. W 37 - Oker. W 69),O-DRE-S5 (0S050). Magdeburg. Servicebezirk,Mehrraum-Gebäudestandort,51.9047146259238,10.8611039563943,
Hermsdorf-Klosterlausnitz BTS 17149,HDFG,6307  (Weimar. W 106 - Gera Hbf. W 245),Erfurt 1T120. Erfurt 1T120. Serviceteam,Mehrraum-Gebäudestandort,50.9033271673148,11.8574912881173,
Heidesheim Hp BTS 22351,HDH_,3510  (Bingen (Rhein) Hbf. W 167 - Mainz Hbf),W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,49.9956597771443,8.10180007793616,
Heidelberg Karlstor BSH ZBF BTS 20303,HDKA,4100  (Heidelberg Hbf. W 235 - Heidelberg Karlstor),Karlsruhe 4T030. Karlsruhe 4T030. Serviceteam,Mehrraum-Gebäudestandort,49.4142248438289,8.71871149185969,
Heidkrug BTS 24092,HDKG--G,1960  (Uelzen - Langwedel. W 48),N-HAN-S1 (3S010). Hannover. Servicebezirk,Mehrraum-Gebäudestandort,52.9973572714695,10.042317056012,
Heidelberg Königsstuhl ZBF BTS 19968,HDKO,4100  (Heidelberg Hbf. W 235 - Heidelberg Karlstor),Karlsruhe 4T030. Karlsruhe 4T030. Serviceteam,Mehrraum-Gebäudestandort,49.3985690080382,8.69014785040059,
Handeloh BTS 25092,HDLO--G,1712  (Walsrode. W 3 - Buchholz (Nordheide). W 258),Lüneburg 2T030. Lüneburg 2T030. Serviceteam,Mehrraum-Gebäudestandort,53.2372473056714,9.8439907732216,
Heidenheim ZBF-Haus/Basa/BTS 21106,HDM_,4760  (Aalen. W 81 - Ulm Hbf. W 123),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,48.6808307875688,10.1561033744818,
Heidenheim ZBF-Haus/Basa/BTS 21106,HDM_,4760  (Aalen. W 81 - Ulm Hbf. W 123),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,48.6808307875688,10.1561033744818,
Hainrode Süd BTS 10760,HDS_,1733  (Hannover Hbf --Kassel-Wilhelmshöhe-- - Würzburg Hbf),W-ESB-S3 (6S030). Kassel. Servicebezirk,Mehrraum-Gebäudestandort,50.9383273626505,9.57360618688664,
Helmstedt BTS 15809,HE_G,1900  (Braunschweig Hbf - Helmstedt),N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,52.2192421935164,11.0049374994998,
Heberndorf Neumühle BTS 24585,HEBD--G,6686  (Abzw Hockeroda. W 2805 - Wurzbach (Thür). W 21),O-DRE-S2 (0S020). Plauen. Servicebezirk,Mehrraum-Gebäudestandort,50.5083277882549,11.5216585106196,
Hemmersdorf BTS 11732,HEDG,3212  ((DB-Grenze) Hemmersdorf (Saar) - Dillingen (Saar)),Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.3541312760894,6.61504947022126,
Hechendorf BTS 24488,HEDO--G,5504  (München Hbf. Starnberger Bahnhof - Mittenwald (DB-Grenze)),S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,47.6559351832751,11.2114811348117,
Heeren Uw Stendal RiFu/BTS 22396,HEE_,6402  (Magdeburg Hbf - Stendal),O-DRE-S5 (0S050). Magdeburg. Servicebezirk,Mehrraum-Gebäudestandort,52.5830470501671,11.8680474844955,
Heek Schulte v. Halle BTS 24292,HEEK--G,2100  (Dortmund Hbf. W 131 - Gronau (Westfalen). W 22),W-ESN-S1 (5S010). Hagen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,52.1141595224567,7.0224997756266,
Hellenberg Tu. BTS 22287,HELB,2690  (Abzw Köln Steinstraße. W 101 - Frankfurt am Main-Stadion. W ),W-ESB-S1 (6S010). Frankfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.149440647216,8.31310761237765,
Hellenberg Tu. BTS 22287,HELB,2690  (Abzw Köln Steinstraße. W 101 - Frankfurt am Main-Stadion. W ),W-ESB-S1 (6S010). Frankfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.149440647216,8.31310761237765,
Hennersdorf Container BTS 25822,HEND--G,6345  (Halle (Saale) Hbf. Gl 5W - Guben. W 157),Cottbus 1T060. Cottbus 1T060. Serviceteam,Einraum-Gebäudestandort,51.6290620428799,13.6284434014287,
Hoheneiche BTS 21391,HENG,3600  (Frankfurt (Main) Hbf - Göttingen. W 251),W-ESB-S3 (6S030). Kassel. Servicebezirk,Mehrraum-Gebäudestandort,51.1257330557247,9.97620297261282,
Herne Rbf BTS 21258,HERG,2650  (Köln Messe/Deutz --Essen-Altenessen-- - Hamm (Westf) Pbf),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.5555493868472,7.24833260440859,
Herne Rbf BTS 21258,HERG,2650  (Köln Messe/Deutz --Essen-Altenessen-- - Hamm (Westf) Pbf),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.5555493868472,7.24833260440859,
Herne F 6121 M 4/5 Ri. BTS,Herne006,,W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.5563314192234,7.24676682364616,
Hesepe BTS 20909,HESP--G,1560  (Delmenhorst. W 24 - Hesepe. W 101),N-HAN-S3 (3S030). Osnabrück. Servicebezirk,Mehrraum-Gebäudestandort,52.4448258485858,7.96752529248543,
M 34B F 5501 Ri. BTS Hettstedt,Hettstedt001,6118  (Berlin-Charlottenburg. W 301 - Blankenheim Trennungsbf. W 26),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.6369519271535,11.5132347241246,
Heusenstamm BTS 22950,HEUG,3662  (Offenbach-Bieber. W 405 - Dietzenbach Bahnhof),W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,50.0533295007333,8.80249548969246,
Herford Bü BTS 12780,HF_G,2980  (Herford. W 18 - Himmighausen. W 21),W-ESN-S1 (5S010). Hagen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,52.1085486377604,8.67446874708346,
Heufeld BTS 17522,HFDG,5622  (Holzkirchen. W 23 - Rosenheim. W 211),S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,47.8716654182578,11.9672108455195,
Herford BTS 12592,HF----G,1700  (Hannover Hbf - Hamm (Westf)),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Mehrraum-Gebäudestandort,52.120464930139,8.66519142239655,
Stadelhofen Hanfgarten Nord BTS 18528,HFGN,1733  (Hannover Hbf --Kassel-Wilhelmshöhe-- - Würzburg Hbf),S-MUE-S5 (8S050). Regensburg. Servicebezirk,Mehrraum-Gebäudestandort,49.9194403343182,9.74277154381301,
Sonthofen Hofen BTS 23424,HFN_,5402  (Immenstadt. W 24 - Oberstdorf. Gl 3),S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,47.551666411561,10.2522131918352,
Hopfgarten/Th BTS 23395,HFP_,6340  (Halle (Saale) Hbf. Gl 4W - Baunatal-Guntershausen. W 8),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.9844381826218,11.226658616112,
Hopfgarten/Th BTS 23395,HFP_,6340  (Halle (Saale) Hbf. Gl 4W - Baunatal-Guntershausen. W 8),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.9844381826218,11.226658616112,
Haßfurt BTS 18724,HFTG,5102  (Bamberg. W 112 - Rottendorf. W 31 und W 32),S-MUE-S5 (8S050). Regensburg. Servicebezirk,Mehrraum-Gebäudestandort,50.0330513411456,10.5088809103442,
Himmelberg-Tu. BTS 22303,HG_G,2690  (Abzw Köln Steinstraße. W 101 - Frankfurt am Main-Stadion. W ),W-ESB-S1 (6S010). Frankfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.4447117352788,7.83699707705801,
Heiligengrabe BTS 15276,HGB_,6941  (Wittenberge. W 20 - Buschhof (b Neustrelitz)),O-BLN-S3 (1S030). Schwerin. Servicebezirk,Mehrraum-Gebäudestandort,53.1485103410181,12.3400736757419,
Heigenbrücken BTS 18685,HGBR,5200  (Würzburg Hbf - Aschaffenburg Hbf),S-MUE-S5 (8S050). Regensburg. Servicebezirk,Mehrraum-Gebäudestandort,50.0269406803692,9.3619392744296,
Falkenberg Tu. Ost BTS 25294,HGBR--G,5200  (Würzburg Hbf - Aschaffenburg Hbf),Würzburg 4T120. Würzburg 4T120. Serviceteam,Einraum-Gebäudestandort,50.0234826919897,9.37862398124459,
Himmelberg-Tu. Süd BTS 22304,HGDG,2690  (Abzw Köln Steinstraße. W 101 - Frankfurt am Main-Stadion. W ),W-ESB-S1 (6S010). Frankfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.4393314687099,7.86952012724713,
Leutkirch Heggelbach ZBF-Haus/ BTS 21097,HGG_,4550  (Herbertingen. W 48 - Isny),Augsburg 4T070. Augsburg 4T070. Serviceteam,Mehrraum-Gebäudestandort,47.8179356780349,9.9824502505007,
Leutkirch Heggelbach ZBF-Haus/ BTS 21097,HGG_,4550  (Herbertingen. W 48 - Isny),Augsburg 4T070. Augsburg 4T070. Serviceteam,Mehrraum-Gebäudestandort,47.8179356780349,9.9824502505007,
Hagenow Land RiFu-Shelter/BTS 14968,HGNS,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),O-BLN-S3 (1S030). Schwerin. Servicebezirk,Mehrraum-Gebäudestandort,53.4108235104413,11.2097143201096,
Hagenow Land RiFu-Shelter/BTS 14968,HGNS,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),O-BLN-S3 (1S030). Schwerin. Servicebezirk,Mehrraum-Gebäudestandort,53.4108235104413,11.2097143201096,
Reichertshofen Hög Po 19 BTS 17906,HGPG,5501  (München Hbf - Treuchtlingen),Regensburg 4T090. Regensburg 4T090. Serviceteam,Mehrraum-Gebäudestandort,48.6441643095164,11.5480459176059,
Kohlscheid BTS 22240,HGRG,2550  (Aachen Hbf. W 25 --Arnsberg (W.)-- - Kassel Hbf),W-ESN-S4 (5S040). Opladen Süd. Servicebezirk,Mehrraum-Gebäudestandort,50.832217083236,6.07527879554448,
Kohlscheid BTS 22240,HGRG,2550  (Aachen Hbf. W 25 --Arnsberg (W.)-- - Kassel Hbf),W-ESN-S4 (5S040). Opladen Süd. Servicebezirk,Mehrraum-Gebäudestandort,50.832217083236,6.07527879554448,
Herzogenrath BTS 21611 b. Stw Hf,HGRK,2550  (Aachen Hbf. W 25 --Arnsberg (W.)-- - Kassel Hbf),Aachen 3T100. Aachen 3T100. Serviceteam,Mehrraum-Gebäudestandort,50.875550956387,6.09388954562734,
Heilbad Heiligenstadt BTS 16964,HGS_,6343  (Halle (Saale) Hbf. Gl 5W - Hann Münden. W 376),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.3772158792417,10.1247162114105,
Hagelstadt BTS 19424,HGST,5500  (München Hbf - Regensburg Hbf. W 106),Regensburg 4T090. Regensburg 4T090. Serviceteam,Mehrraum-Gebäudestandort,48.8958304200879,12.2147119676457,
Hagelstadt BTS 19424,HGST,5500  (München Hbf - Regensburg Hbf. W 106),Regensburg 4T090. Regensburg 4T090. Serviceteam,Mehrraum-Gebäudestandort,48.8958304200879,12.2147119676457,
Grund Bü BTS 24800,HGUD--G,2870  (Kreuztal. W 18 - Cölbe. W 321),Bielefeld 3T090. Bielefeld 3T090. Serviceteam,Mehrraum-Gebäudestandort,50.9811610372737,8.1306760076938,
Hagenwerder BTS 23710,HGWD--G,6590  (Görlitz. Gl 147 - Hagenwerder),O-DRE-S1 (0S010). Dresden. Servicebezirk,Mehrraum-Gebäudestandort,51.0680490630036,14.9591534467012,
Greifswald BTS 15032,HGWG,6081  (Berlin-Gesundbrunnen. W 116 --Eberswalde-- - Stralsund),O-BLN-S3 (1S030). Schwerin. Servicebezirk,Mehrraum-Gebäudestandort,54.0886007661775,13.3777664137821,
Hamburg Altona Sozialgeb BTS 13165,HHAS,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),N-HMB-S1 (2S010). Hamburg. Servicebezirk,Mehrraum-Gebäudestandort,53.5625178385457,9.93635634482666,
Hosena Hohenbocka BTS 22739,HHB_,6207  (Horka (DB-Grenze) - Roßlau (Elbe). W 14),Cottbus 1T060. Cottbus 1T060. Serviceteam,Mehrraum-Gebäudestandort,51.4544375588279,14.0158213536525,
Hamburg Bergedorf BTS 13283,HHBG,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),N-HMB-S1 (2S010). Hamburg. Servicebezirk,Mehrraum-Gebäudestandort,53.4918797032945,10.2095772627114,
Hamburg Ubf Billwerder M3 BTS 13456,HHBM,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),Hamburg 2T050. Hamburg 2T050. Serviceteam,Mehrraum-Gebäudestandort,53.5059795541259,10.1134134952821,
Hamburg Hausbruch BTS 22140,HHCG,1720  (Lehrte. W 154 - Cuxhaven),N-HMB-S1 (2S010). Hamburg. Servicebezirk,Mehrraum-Gebäudestandort,53.4718793008725,9.91691140634643,
Hamburg Dammtor BTS 13593,HHDT,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),N-HMB-S1 (2S010). Hamburg. Servicebezirk,Mehrraum-Gebäudestandort,53.5639070574223,9.98257726198873,
Hamburg Fuhlsbüttel NA Brombeerweg TK-Raum/BTS 24077,HH-F--G,1239  (Hamburg-Ohlsdorf.W 89 - Hamburg Airport),N-HMB-S1 (2S010). Hamburg. Servicebezirk,Mehrraum-Gebäudestandort,53.628878963552,10.0258271980996,
Hamburg Fuhlsbüttel NA Hornkamp TK-Raum/BTS 24078,HH-F-G2,1239  (Hamburg-Ohlsdorf.W 89 - Hamburg Airport),N-HMB-S1 (2S010). Hamburg. Servicebezirk,Mehrraum-Gebäudestandort,53.6308232069205,10.0077719986412,
Friedrichsruh BTS 24331,HHFT,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),Lüneburg 2T030. Lüneburg 2T030. Serviceteam,Mehrraum-Gebäudestandort,53.5262683018933,10.3484667306681,
Hamburg Hammerbrook BTS 13562,HHHK,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),Hamburg 2T050. Hamburg 2T050. Serviceteam,Mehrraum-Gebäudestandort,53.5397685569465,10.0300780506049,
Hamburg Kunsthalle BTS 13152,HHKU,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),N-HMB-S1 (2S010). Hamburg. Servicebezirk,Einraum-Gebäudestandort,53.5549066282056,10.003744654841,
Hamburg Münzplatz BTS 13680,HHMP,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),N-HMB-S1 (2S010). Hamburg. Servicebezirk,Mehrraum-Gebäudestandort,53.5494907057013,10.012104800285,
Hamburg Ohlsdorf NA TK-Raum/BTS 24076,HH-O-G2,1239  (Hamburg-Ohlsdorf.W 89 - Hamburg Airport),N-HMB-S1 (2S010). Hamburg. Servicebezirk,Mehrraum-Gebäudestandort,53.6272126147786,10.0336060284782,
Hamburg Tiefstack BTS 13696,HHTS,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),Hamburg 2T050. Hamburg 2T050. Serviceteam,Mehrraum-Gebäudestandort,53.5300732899669,10.0669387317777,
Hamburg Wilhelmsburg BTS 13749,HHWG,2200  (Wanne-Eickel Hbf. W 74 --Bremen Hbf-- - Hamburg Hbf. W 472),Lüneburg 2T030. Lüneburg 2T030. Serviceteam,Mehrraum-Gebäudestandort,53.5022684296696,10.0081892397042,
Hamburg Wohltorf BTS 13659,HHWO,6100  (Berlin-Spandau. W 521 - Hamburg-Altona),Hamburg 2T050. Hamburg 2T050. Serviceteam,Mehrraum-Gebäudestandort,53.5169068622435,10.2745497904602,
Hamburg Harburg Bm BTS 13644,HHZG,1720  (Lehrte. W 154 - Cuxhaven),N-HMB-S1 (2S010). Hamburg. Servicebezirk,Mehrraum-Gebäudestandort,53.4578515781523,9.99021692297121,
Hildesheim BTS 22583,HI_G,1770  (Lehrte. W 951 - Nordstemmen. W 58),Braunschweig 2T020. Braunschweig 2T020. Serviceteam,Mehrraum-Gebäudestandort,52.1576867559668,9.94449467746172,
Hirschfeld BTS 23984,HIFE--G,5010  (Hochstadt-Marktzeuln. W 12 - Probstzella. Streckenwechsel 63),S-MUE-S5 (8S050). Regensburg. Servicebezirk,Mehrraum-Gebäudestandort,50.3986056750539,11.349158276449,
Hirschhorn/Pf Hp BTS 20088,HIH_,3302  (Kaiserslautern Hbf. W 130 - Lauterecken-Grumbach. W 24),Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.5151662331408,7.6817610048952,
Hirschhorn Schlossberg Tu. BSH ZBF BTS 19948,HIHG,4111  (Neckargemünd. W 1 --Neckarelz-- - Bad Friedrichshall-Jagstfe),Darmstadt 3T040. Darmstadt 3T040. Serviceteam,Mehrraum-Gebäudestandort,49.4508721667023,8.90124774947494,
Hilden BTS 22273,HILG,2324  (Mülheim (Ruhr)-Speldorf. W 3 - Niederlahnstein. Streckenw. 2),Düsseldorf 3T060. Düsseldorf 3T060. Serviceteam,Mehrraum-Gebäudestandort,51.1719776049803,6.91238520523682,
Hirzenach BTS 11182,HINH,2630  (Köln Hbf --Koblenz-- - Bingen (Rhein) Hbf. W 166),W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,50.1751845449386,7.64886948621161,
Hittfeld BTS 13627,HITG,2200  (Wanne-Eickel Hbf. W 74 --Bremen Hbf-- - Hamburg Hbf. W 472),N-HMB-S3 (2S030). Bremen. Servicebezirk,Mehrraum-Gebäudestandort,53.4026018348391,9.97407740035273,
Hirschenwang BTS 21691,HIWG,5520  (München-Pasing. W 330 - Buchloe),Augsburg 4T070. Augsburg 4T070. Serviceteam,Mehrraum-Gebäudestandort,48.1172209394475,11.1122126478054,
Hückelhoven Abzw Baal West BTS 23223,HKHV,2541  (Baal Gbf. W 24 - Baal West. Strw 2540/2541),Aachen 3T100. Aachen 3T100. Serviceteam,Mehrraum-Gebäudestandort,51.0380531521342,6.26208887602967,
Kalscheuren BTS 21954,HKS_,2630  (Köln Hbf --Koblenz-- - Bingen (Rhein) Hbf. W 166),Aachen 3T100. Aachen 3T100. Serviceteam,Mehrraum-Gebäudestandort,50.8755503638889,6.90961022941198,
Helbra BTS 17419,HLB_,6118  (Berlin-Charlottenburg. W 301 - Blankenheim Trennungsbf. W 26),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.5583269384992,11.4688801275651,
Helleberg Nord BTS 16169,HLBN,1733  (Hannover Hbf --Kassel-Wilhelmshöhe-- - Würzburg Hbf),N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,51.8983815826961,9.99654940662174,
Haslach BSH Funk/BTS 20189,HLCG,4250  (Offenburg. W 152 - Singen (Hohentwiel). W 73),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.2799993476433,8.08749600387613,
Heldrungen BTS 16963,HLDG,6300  (Sangerhausen. W 133 - Erfurt Hbf. Gl 15),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.3019379436012,11.182214884798,
Holdorf/Oldb BTS 24335,HLDO--G,1560  (Delmenhorst. W 24 - Hesepe. W 101),N-HAN-S3 (3S030). Osnabrück. Servicebezirk,Mehrraum-Gebäudestandort,52.5744090495904,8.13624799953553,
Halle/Wf Relaisst Große Egge BTS 12929,HLGE,,W-ESN-S1 (5S010). Hagen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,52.0790728680086,8.3517396402681,
Halle/Wf Relaisst Große Egge BTS 12929,HLGE,,W-ESN-S1 (5S010). Hagen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,52.0790728680086,8.3517396402681,
Herleshausen BTS 10655,HLHG,6340  (Halle (Saale) Hbf. Gl 4W - Baunatal-Guntershausen. W 8),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.0019384595964,10.171104086765,
Hannover Langenhagen Flughafen BTS 23478,HLHNFTG,1710  (Hannover Hbf - Celle. W 107),Hannover 2T010. Hannover 2T010. Serviceteam,Mehrraum-Gebäudestandort,52.4609083501493,9.70343878959037,
Helmstadt West BTS 25018,HLMS--G,4110  (Heidelberg Karlstor - ehem. alter Bf Neckarelz),Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,49.312497218235,8.95582815255471,
Hohenleipisch BTS 20011,HLPG,6135  (Berlin Südkreuz - Elsterwerda),O-BLN-S2 (1S020). Berlin2. Servicebezirk,Mehrraum-Gebäudestandort,51.4999930107031,13.5755435987099,
Haltern BTS 13064,HLT---G,2200  (Wanne-Eickel Hbf. W 74 --Bremen Hbf-- - Hamburg Hbf. W 472),Münster 3T110. Münster 3T110. Serviceteam,Mehrraum-Gebäudestandort,51.7380487077387,7.18583201749701,
Halle/Wf BTS 12108,HLW---G,2950  (Brackwede. W 58 - Osnabrück Hbf Po. W 392),W-ESN-S1 (5S010). Hagen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,52.0604451879919,8.34791630487324,
Holzdorf BTS 17494,HLZ_,6133  (Jüterbog. W 61 - Abzw Zeithain Bogendreieck. W 2),O-DRE-S4 (0S040). Leipzig. Servicebezirk,Mehrraum-Gebäudestandort,51.7786036263212,13.1144333739952,
Holzminden BTS 15893,HLZM--G,1940  (Helmstedt. W 68 - Holzminden),N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,51.8213819798221,9.45499527366564,
Holzwickede Stw Hz/BTS 12217,HLZW-HZ,2103  (Dortmund Hbf - Soest. W 9),Dortmund 3T080. Dortmund 3T080. Serviceteam,Mehrraum-Gebäudestandort,51.5049939005922,7.61833094325535,
Brakel Hembsen BTS 15896,HMB_,2974  (Langeland. W 2 - Holzminden),N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,51.705604396768,9.23390959226234,
Hann. Münden BTS 10721,H-MD--G,6343  (Halle (Saale) Hbf. Gl 5W - Hann Münden. W 376),Braunschweig 2T020. Braunschweig 2T020. Serviceteam,Mehrraum-Gebäudestandort,51.4162411134098,9.66903347425385,
Unna Hemmerde Hp BTS 13067,HMDH,2103  (Dortmund Hbf - Soest. W 9),W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.5538545668625,7.80321959045771,
Hameln BTS 24949,HM----G,1760  (Hannover Hbf - Soest),Hannover 2T010. Hannover 2T010. Serviceteam,Mehrraum-Gebäudestandort,52.102075604182,9.37885566961012,
Hameln BTS 24949,HM----G,1760  (Hannover Hbf - Soest),Hannover 2T010. Hannover 2T010. Serviceteam,Mehrraum-Gebäudestandort,52.102075604182,9.37885566961012,
Heimbach BTS 11767,HMHG,3511  (Bingen (Rhein) Hbf. W 134 - Saarbrücken Hbf),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,49.6206972382991,7.23122627513052,
Heimbach Tu. West BTS 22783,HMH-TWG,3511  (Bingen (Rhein) Hbf. W 134 - Saarbrücken Hbf),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,49.6119390520642,7.22205324181044,
Hamlar BTS 18191,HMLG,5381  (Seehof. W 714 - Neuoffingen. W 47),S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,48.6924974768937,10.8272128998531,
Hann. Münden Laubach BTS 10722,H-ML--G,6343  (Halle (Saale) Hbf. Gl 5W - Hann Münden. W 376),Braunschweig 2T020. Braunschweig 2T020. Serviceteam,Mehrraum-Gebäudestandort,51.4024131828977,9.71366705062852,
Hemmoor BTS 25035,HMMO-G1,1720  (Lehrte. W 154 - Cuxhaven),Lüneburg 2T030. Lüneburg 2T030. Serviceteam,Mehrraum-Gebäudestandort,53.6945081087397,9.1538564089417,
Hedemünden BTS 10723,HMNG,6343  (Halle (Saale) Hbf. Gl 5W - Hann Münden. W 376),Braunschweig 2T020. Braunschweig 2T020. Serviceteam,Mehrraum-Gebäudestandort,51.3918134215962,9.76183570441831,
Haßmersheim BTS 19722,HMR_,4111  (Neckargemünd. W 1 --Neckarelz-- - Bad Friedrichshall-Jagstfe),Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,49.3041633423276,9.15443907750791,
Hemsbach BTS 20152,HMSG,3601  (Frankfurt (Main) Hbf - Abzw Heidelberg-Wieblingen. W 708),Karlsruhe 4T030. Karlsruhe 4T030. Serviceteam,Mehrraum-Gebäudestandort,49.5899966644901,8.64860675859923,
Heimsen BTS 22101,HMSN--G,1741  (Nienburg (Weser). W 84 - Minden (Westf). W 9),N-HAN-S3 (3S030). Osnabrück. Servicebezirk,Mehrraum-Gebäudestandort,52.4621031235422,9.04580122652236,
Wüstenselbitz BTS 24362,HMTW--G,5025  (Münchberg. Gl 1 - Helmbrechts. Gl 1),S-MUE-S5 (8S050). Regensburg. Servicebezirk,Mehrraum-Gebäudestandort,50.2177729441964,11.7091575766806,
Heilbronn Bw BTS 20806,HN_G,4900  (Bietigheim-Bissingen. W 092 - Osterburken. W 67),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,49.1394416015572,9.1983279368331,
Hönebach Bf EG/Stw/BTS 10413,HNBG,6340  (Halle (Saale) Hbf. Gl 4W - Baunatal-Guntershausen. W 8),W-ESB-S3 (6S030). Kassel. Servicebezirk,Mehrraum-Gebäudestandort,50.9351085665937,9.943115657807,
Hainburg Tannenhof BTS 24515,HNBR--G,4113  (Eberbach. W 30 - Hanau Hbf. W 140),W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,50.0665763872374,8.94900940822085,
Hennigsdorf BTS 25609,HND---G,6183  (Berlin-Schönholz - Kremmen. W 1),Neubrandenburg 1T050. Neubrandenburg 1T050. Serviceteam,Mehrraum-Gebäudestandort,52.6369356301234,13.2063786540772,
Postbauer-Heng BTS 19448,HNGG,5850  (Regensburg Hbf. W 48 - Nürnberg Hbf),S-MUE-S4 (8S040). Würzburg. Servicebezirk,Mehrraum-Gebäudestandort,49.2972191979073,11.3630461689609,
Heinebach BTS 10714,HNHG,6340  (Halle (Saale) Hbf. Gl 4W - Baunatal-Guntershausen. W 8),W-ESB-S3 (6S030). Kassel. Servicebezirk,Mehrraum-Gebäudestandort,51.0461884207028,9.66412255964482,
Hünfeld BTS 10434,HNKG,3600  (Frankfurt (Main) Hbf - Göttingen. W 251),W-ESB-S3 (6S030). Kassel. Servicebezirk,Mehrraum-Gebäudestandort,50.6750923696062,9.76241651799241,
Hennef BTS 21477,HNNG,2651  (Köln Messe/Deutz - Gießen. W 303),Köln 3T070. Köln 3T070. Serviceteam,Mehrraum-Gebäudestandort,50.7726037441422,7.2879903967454,
Heilbronn Pfühl BSH ZBF BTS 20695,HNPL,4932  (Marbach (Neckar) - Heilbronn Karlstor),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,49.1411087493148,9.23943931668977,
Hornberg 4. Bauer-Tu. BSH ZBF/BTS 20177,HNRB,4250  (Offenburg. W 152 - Singen (Hohentwiel). W 73),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.1764491927432,8.22909765342174,
