Anschrift,Ortskürzel,Streckennummer,Servicebezirk,Standortart,Ort_Lat,Ort_Lon,
M 11A F 5211 Ri. Schkeuditz BTS 17187,M 11A F 5211001,6403  (Magdeburg Hbf --Halle-- - Neuwiederitzsch-Leipziger Messe. W),Leipzig 1T090. Leipzig 1T090. Serviceteam,Mehrraum-Gebäudestandort,51.4023809272219,12.221825277014,
M 11A F 7033 Ri. BTS Hassmersheim,M 11a F 7033001,,Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,49.304273775262,9.15422533011722,
M 11A F 7408 Ri. BTS Wicklesgreuth,M 11A F 7408001,,S-MUE-S3 (8S030). München Land. Servicebezirk,Mehrraum-Gebäudestandort,49.3116190088636,10.7100164575707,
M 12 F 6530 Ri.BTS Burghaun Tu. Nord,M 12 F 6530001,3600  (Frankfurt (Main) Hbf - Göttingen. W 251),W-ESB-S3 (6S030). Kassel. Servicebezirk,Mehrraum-Gebäudestandort,50.7130904608253,9.71860978727222,
M 12/13 F 6324 Ri. BTS Wolfsburg Sülfeld,M 12/13 F 6324001,6107  (Berlin Lehrter Bf - Lehrte. W 953),N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,52.42196130196,10.686893164629,
F 6336 M 12/13 Ri. BTS Bad Nenndorf,M 12/13 F 6336001,1761  (Weetzen. W 3 - Haste (Han). W 3),Hannover 2T010. Hannover 2T010. Serviceteam,Mehrraum-Gebäudestandort,52.3446984432998,9.37777036998166,
F 7105 M 12/13 Ri. BTS Kirchseeon,M 12/13 F 7105001,5510  (München Hbf - Rosenheim),Rosenheim 4T080. Rosenheim 4T080. Serviceteam,Mehrraum-Gebäudestandort,48.0853085997484,11.8547696620898,
M 12/13 F 7110 Ri. BTS Aich,M 12/13 F 7110001,,S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,48.4171069686035,12.3979344722363,
M 12/13 F 7303 Ri.BTS Unt. Kaselermühle,M 12/13 F 7303001,,W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,49.6187977889253,6.56434056165044,
M 12/13 F 7408 Ri. BTS Sachsen,M 12/13 F 7408001,,S-MUE-S3 (8S030). München Land. Servicebezirk,Mehrraum-Gebäudestandort,49.2978520105368,10.5766883820868,
M 12/13 F 7408 Ri. BTS Oberampfrach,M 12/13 F 7408002,,S-MUE-S3 (8S030). München Land. Servicebezirk,Mehrraum-Gebäudestandort,49.1787619621062,10.144135127201,
M 121/122 F 6510 Ri. Dechenhöhle BTS,M 121/122 F 6510001,,W-ESN-S2 (5S020). Hagen-Süd. Servicebezirk,Mehrraum-Gebäudestandort,51.365843438356,7.64425742728928,
M 126/127 F 6510 Ri. BTS Hagen-Halden,M 126/127 F 6510001,,W-ESN-S1 (5S010). Hagen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.382856829809,7.51639500016974,
M 12A F 5210 Ri. BTS Wansleben,M 12A F 5210001,,O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.4623563685914,11.746541577133,
M 13/14 F 5327 Ri. BTS Oberndorf,M 13/14 F 5327001,,O-DRE-S2 (0S020). Plauen. Servicebezirk,Mehrraum-Gebäudestandort,50.8925150590581,11.9005782668363,
M 13/14 F 5501 Ri. BTS Calbe,M 13/14 F 5501001,6118  (Berlin-Charlottenburg. W 301 - Blankenheim Trennungsbf. W 26),O-DRE-S4 (0S040). Leipzig. Servicebezirk,Mehrraum-Gebäudestandort,51.9007379013706,11.7490489606188,
M 13/14 F 6316 Ri. BTS Linsburg,M 13/14 F 6316001,1740  (Wunstorf. W 18 - DB-Grenze. (Bremerhaven-Seehafen)),N-HAN-S1 (3S010). Hannover. Servicebezirk,Mehrraum-Gebäudestandort,52.6011004400417,9.32545532267376,
M 13/14 F 7206 Ri. BTS Biberach,M 13/14 F 7206001,4500  (Ulm Hbf. W 104 - Friedrichshafen Stadt. W 262),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.0107707649498,9.7604966042549,
M 13/14 F 7305 Ri. BTS Löf Kattenes,M 13/14 F 7305001,,W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,50.2543466973944,7.43947453303724,
M 130/131 F 6510 Ri. BTS Hagen Hengstey,M 132/133 F 6510001,2800  (Hagen Hbf. W 11 - Haiger. W 97),Düsseldorf 3T060. Düsseldorf 3T060. Serviceteam,Mehrraum-Gebäudestandort,51.4049900086712,7.45772377995429,
M 14/15 F 5926 Ri. BTS Gültz,M 14/15 F 5926001,,O-BLN-S3 (1S030). Schwerin. Servicebezirk,Mehrraum-Gebäudestandort,53.7561123245345,13.2020520773162,
M 14/15 F 7033 Ri. BTS Binau,M 14/15 F 7033001,,Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,49.3718761302876,9.08340721436111,
M 14/15 F 7037 Ri. BTS Eichgrund 20142,M 14/15 F 7037001,,Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,48.5522413238366,7.98013147275455,
M 14/15 F 7110 Ri. BTS Vilsbiburg,M 14/15 F 7110001,,S-MUE-S4 (8S040). Würzburg. Servicebezirk,Mehrraum-Gebäudestandort,48.4434923858607,12.3459978049676,
M 14/15 F 7204 Ri. BTS Sondelfingen,M 14/15 F 7204001,,Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,48.5025310153995,9.22000762689319,
M 14/15 F 7205 Ri. BTS Überlingen,M 14/15 F 7205001,,Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.769429129137,9.1455336878252,
M 15/16 F 5119 Ri. BTS Schmölln,M 15/16 F 5119001,,O-DRE-S2 (0S020). Plauen. Servicebezirk,Mehrraum-Gebäudestandort,50.8912696891925,12.34039773365,
F 5327 M 15/16 Ri. BTS Kraftsdorf,M 15/16 F 5327001,6307  (Weimar. W 106 - Gera Hbf. W 245),Chemnitz 1T110. Chemnitz 1T110. Serviceteam,Mehrraum-Gebäudestandort,50.879313355235,11.9465733954038,
M 15/16 F 6203 Ri. BTS Langenfeld,M 15/16 F 6203001,,W-ESN-S3 (5S030). Opladen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.0934471176456,6.94370278029346,
M 15/16 F 6309 Ri. BTS Escherberg Nord,M 15/16 F 6309001,,N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,52.1366236177607,9.86845579279721,
M 15/16 F 7033 Ri. BTS Neckargerach,M 15/16 F 7033001,,Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,49.3979725900065,9.07482954391349,
M 15/16 F 7205 Ri. BTS Überlingen Ost,M 15/16 F 7205001,,Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.7638409422031,9.16813633489544,
M 15/16 F 7225 Ri.Hessental Hundepl.BTS,M 15/16 F 7225001,,Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,49.1068183888724,9.79901500918597,
M 16/17 F 6320 Ri. BTS Vechelde Stw Vf,M 16/17 F 6320001,,N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,52.2577705351205,10.359009774157,
M 16/17 F 7006 Ri. ZBF BTS Müllheim,M 16/17 F 7006002,4000  (Mannheim - Konstanz Landesgrenze),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,47.8090518070823,7.59890602372086,
M 16/17 F 7205 Ri. BTS Nußdorf BSH ZBF,M 16/17 F 7205001,,Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.754439035826,9.18870799543108,
M 16/17 F 7222 Ri. BTS Goldberg,M 16/17 F 7222001,,Stuttgart 4T010. Stuttgart 4T010. Serviceteam,Mehrraum-Gebäudestandort,48.7720520231158,8.93490710155886,
M 17/18 F 6203 Ri.BTS Solingen Vogelpark,M 17/18 F 6203001,2671  (Hilden - Solingen-Ohligs. W 76),Düsseldorf 3T060. Düsseldorf 3T060. Serviceteam,Mehrraum-Gebäudestandort,51.169746786979,6.99641203516188,
M 17/18 F 6324 Ri. BTS Calberlah Tu. West,M 17/18 F 6324001,6107  (Berlin Lehrter Bf - Lehrte. W 953),N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,52.4371309993725,10.595752078682,
M 17/18 F 7016 Ri. BTS Neustadt Schönth.,M 17/18 F 7016001,,Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.3562308116394,8.11000233134248,
M 17/18 F 7033 Ri. BTS Lindach,M 17/18 F 7033001,,Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,49.4164137782589,9.00742253209546,
M 17/18 F 7042 Ri.BTS Albert Hauenstein,M 17/18 F 7042001,4000  (Mannheim - Konstanz Landesgrenze),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,47.5822201915057,8.10607843174071,
M 17/18 F 7105 Ri. BTS Eisendorf,M 17/18 F 7105001,,S-MUE-S2 (8S020). Nürnberg. Servicebezirk,Mehrraum-Gebäudestandort,48.0802685657993,11.8671616936413,
M 17/18 F 7201 Ri. BTS Ebersbach/Fils,M 17/18 F 7201001,4700  (Stuttgart Hbf - Neu-Ulm. W 643),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,48.7157815287272,9.52590965492971,
M 17/18 F 7201 Ebersbach / Fils Ri. BTS,M 17/18 F 7201002,4700  (Stuttgart Hbf - Neu-Ulm. W 643),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,48.7159059756567,9.5257758886265,
M 17/18 F 7206 Ri. BTS Essendorf,M 17/18 F 7206001,,Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.993700179358,9.66898518288347,
M 17/18 F 7222 Ri. BTS Mönchbrunnen,M 17/18 F 7222001,,Stuttgart 4T010. Stuttgart 4T010. Serviceteam,Mehrraum-Gebäudestandort,48.6880536639104,9.00477067958055,
M 17/18 F 7225 Ri.Vellberg ZBF BTS 20957,M 17/18 F 7225001,,Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,49.1036339336772,9.88141940168465,
M 18/19 F 5117 Ri. BTS Niederbobritzsch,M 18/19 F 5117001,,O-DRE-S1 (0S010). Dresden. Servicebezirk,Mehrraum-Gebäudestandort,50.9018256031756,13.4387067846372,
M 18/19 F 5327 Ri. BTS Töppeln,M 18/19 F 5327001,,O-DRE-S2 (0S020). Plauen. Servicebezirk,Mehrraum-Gebäudestandort,50.8907484229544,12.0068892305598,
M 18/19 F 6203 Ri.BTS Haan,M 18/19 F 6203001,,W-ESN-S3 (5S030). Opladen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.1887029342885,6.99779314453236,
M 18/19 F 6309 Ri. BTS Escherberg Süd,M 18/19 F 6309001,,N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,52.1047258132003,9.88075227770498,
M 18/19 F 7016 Ri. BTS Neust. Nonnenthal,M 18/19 F 7016001,,Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.3675369691457,8.10604088467249,
M 18/19 F 7110 Ri. BTS Götzdorf,M 18/19 F 7110001,,S-MUE-S4 (8S040). Würzburg. Servicebezirk,Mehrraum-Gebäudestandort,48.4917866040926,12.2000243038979,
M 18/19 F 7205 Ri. BTS Uhldingen-Mühl.,M 18/19 F 7205001,4331  (Stahringen. W 106 - Friedrichshafen Stadt. W 262),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.7370083338575,9.24784396894605,
M 18/19 F 7222 Ri. BTS Stg Berghau ZBF,M 18/19 F 7222001,,Stuttgart 4T010. Stuttgart 4T010. Serviceteam,Mehrraum-Gebäudestandort,48.687702942227,9.00506944031538,
M 18/19 F 7305 Ri. BTS Hatzenport,M 18/19 F 7305001,,W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,50.2247637598481,7.40477369056379,
M 19/20 F 5314 Ri. BTS Seebach,M 19/20 F 5314001,6296  (Gotha. Gl 105 - Leinefelde. Gl 6),O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.1698400796689,10.5209434468618,
M 19/20 F 5926 Ri. BTS Sternfeld,M 19/20 F 5926001,,O-BLN-S3 (1S030). Schwerin. Servicebezirk,Mehrraum-Gebäudestandort,53.8220523376638,13.1518739415358,
M 19/20 F 7033 Ri. BTS Scheuerbergtu.,M 19/20 F 7033001,,Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,49.4578513255618,8.99068698403647,
M 1A F 7105 Ri. BTS München Messe alt,M 1A F 7105001,,S-MUE-S1 (8S010). München. Servicebezirk,Mehrraum-Gebäudestandort,48.129623936659,11.5353963370723,
M 2.04/2.05 F 6509 Ri. BTS Hainrode Süd,M 2.04/2.05 F 650001,,W-ESB-S3 (6S030). Kassel. Servicebezirk,Mehrraum-Gebäudestandort,50.9390241109064,9.57358702636435,
M 2.05/2.06 F 6507 Ri.BTS Wirtheim,M 2.05/2.06 F 650001,,W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,50.2260485898081,9.26864063183838,
M 2.10/2.11 F 6509 Ri. BTS Richthof Nord,M 2.10/2.11 F 650001,,W-ESB-S3 (6S030). Kassel. Servicebezirk,Mehrraum-Gebäudestandort,50.7707092549619,9.60312539395225,
M 2.13/2.14 F 6509 Ri. BTS Eichberg Süd,M 2.13/2.14 F 650001,,W-ESB-S3 (6S030). Kassel. Servicebezirk,Mehrraum-Gebäudestandort,50.68461150541,9.61969657137265,
F 6501 M 2.16/2.17 Ri. BTS Ingelheim,M 2.16/2.17001,,W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,49.9765198215946,8.05439667914749,
M 2.18/2.19 F 6501 Ri. BTS Heidesheim,M 2.18/2.19 F 650001,,W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,49.9952401000775,8.10159171642925,
M 2.22/2.23 F 6501 Ri. BTS Budenheim,M 2.22/2.23 F 650001,,W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,50.0266231181277,8.17380375054317,
M 2.23/2.24 F 6510 Ri. BTS Ostheim,M 2.23/2.24 F 651001,,W-ESB-S1 (6S010). Frankfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.4037255063394,8.67508811804658,
M 2.28/2.29 F 6510 Ri. BTS Kirch Göns,M 2.28/2.29 F 651001,,W-ESB-S1 (6S010). Frankfurt. Servicebezirk,Mehrraum-Gebäudestandort,50.4706754920428,8.66346031072016,
M 2/3 F 5213 Ri. BTS Lpz.-Möckern,M 2/3 F 5213001,6367  (Leipzig Hbf. Gl 4 - Großkorbetha. W 211),Leipzig 1T090. Leipzig 1T090. Serviceteam,Mehrraum-Gebäudestandort,51.3638856991109,12.3515782446416,
M 2/3 F 5327 Ri. BTS Neue Schenke,M 2/3 F 5327001,,O-DRE-S2 (0S020). Plauen. Servicebezirk,Mehrraum-Gebäudestandort,50.8757053867042,11.6356367415165,
M 2/3 F 6125 Ri.Duisburg Wedau BTS 13114,M 2/3 F 6125002,,W-ESN-S3 (5S030). Opladen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.3909854062891,6.80587563775996,
M 2/3 F 6214 Ri.Sandberg BK BTS 21801,M 2/3 F 6214001,2550  (Aachen Hbf. W 25 --Arnsberg (W.)-- - Kassel Hbf),W-ESN-S3 (5S030). Opladen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.1987740626236,6.64547181755078,
M 2/3 F 6306 Ri. BTS Hannover Hainholz,M 2/3 F 6306001,,N-HAN-S1 (3S010). Hannover. Servicebezirk,Mehrraum-Gebäudestandort,52.3938589312149,9.71882947283135,
M 2/3 F 6320 Ri. Po 19/BTS 15604,M 2/3 F 6320001,,N-HAN-S1 (3S010). Hannover. Servicebezirk,Mehrraum-Gebäudestandort,52.364138505653,10.0229495153658,
M 2/3 F 7203 Ri. BTS Hattingen Nord Brü.,M 2/3 F 7203001,4661  (Tuttlingen. W 1 - Hattingen (Baden). W 26),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.9464526719698,8.76289535392357,
M 2/3 F 7303 Ri. BTS Trier Süd,M 2/3 F 7303001,3132  (Moselbrücke Pfalzel. W 212 - Trier Süd. W 810),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,49.7447100529929,6.63615796224844,
M 2/3 F 7401 Ri. BTS Regensburg Schule,M 2/3 F 7401001,,S-MUE-S4 (8S040). Würzburg. Servicebezirk,Mehrraum-Gebäudestandort,49.0036152130208,12.0363166228741,
M 20/21 F 6309 Ri. BTS Eggeberg Süd,M 20/21 F 6309001,,N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,52.0727849282105,9.90145703284058,
M 20/21 F 7110 Ri. BTS Kumhausen,M 20/21 F 7110001,,S-MUE-S4 (8S040). Würzburg. Servicebezirk,Mehrraum-Gebäudestandort,48.5113421838873,12.1565173831909,
M 20/21 F 7205 Ri. BTS Salem BSH ZBF,M 20/21 F 7205001,4331  (Stahringen. W 106 - Friedrichshafen Stadt. W 262),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.7574431837964,9.29588232427836,
M 20/21 F 7206 Ri. BTS Schussenried,M 20/21 F 7206001,,Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.953066989913,9.64450853897116,
M 20/21 F 7225 Ri.Maulach BTS 21063,M 20/21 F 7225001,,Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,49.1454492752116,10.0006527432527,
M 21/22 F 5101 Ri. BTS 20122 Coswig Stw,M 21/22 F 5101001,6363  (Leipzig Hbf. Gl 5021 - Dresden-Neustadt. Gl 16),Dresden 1T100. Dresden 1T100. Serviceteam,Mehrraum-Gebäudestandort,51.1189798036661,13.5916671758051,
M 21/22 F 5119 Ri. BTS Ronneburg,M 21/22 F 5119001,,Chemnitz 1T110. Chemnitz 1T110. Serviceteam,Mehrraum-Gebäudestandort,50.8653529278595,12.2172005143355,
M 21/22 F 5210 RI. BTS Eisleben,M 21/22 F 5210001,,O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.5182927354084,11.5507143514228,
M 21/22 F 6105 Ri. BTS Marl Lenkerbeck,M 21/22 F 6105001,,W-ESN-S1 (5S010). Hagen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.6619007149915,7.18079059103075,
M 21/22 F 6320 Ri. BTS BS-Broitzem,M 21/22 F 6320001,,N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,52.2377683574274,10.4778822750934,
M 21/22 F 7042 Ri. BTS Aarbergtu.,M 21/22 F 7042001,,Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,47.6127872171863,8.22815784360466,
M 21/22 F 7201 Ri. BTS Faurndau,M 21/22 F 7201001,4700  (Stuttgart Hbf - Neu-Ulm. W 643),Heilbronn 4T020. Heilbronn 4T020. Serviceteam,Mehrraum-Gebäudestandort,48.7112726490275,9.62641886242076,
M 22/23 F 7016 Ri. BTS Frankeneck,M 22/23 F 7016001,,Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.3826368720269,8.04630659970666,
M 22/23 F 7033 Ri. BTS Feuerberg Tu.,M 22/23 F 7033001,,Würzburg 4T120. Würzburg 4T120. Serviceteam,Mehrraum-Gebäudestandort,49.4489612926145,8.92634715551483,
M 23/24 F 6203 Ri. BTS W-Sonnborn,M 23/24 F 6203001,,W-ESN-S3 (5S030). Opladen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.240857043822,7.09888815117342,
M 23/24 F 7016 Ri. BTS Schönberg Langeck,M 23/24 F 7016001,3280  (Homburg (Saar) Hbf - Ludwigshafen (Rhein) Hbf. W 3),Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.400650435771,8.01883460213278,
M 23/24 F 7033 Ri. BTS Schlossbergtu.,M 23/24 F 7033001,,Darmstadt 3T040. Darmstadt 3T040. Serviceteam,Mehrraum-Gebäudestandort,49.4503067408803,8.90097415710071,
M 23/24 F 7042 Ri.Tiengen III BTS,M 23/24 F 7042001,4000  (Mannheim - Konstanz Landesgrenze),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,47.6357395292417,8.29596090066334,
M 23/24 F 7206 Ri. BTS Aulendorf,M 23/24 F 7206001,,Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.9106179388365,9.67733156990022,
M 24 F 6530 Ri.BTS Ludwigsau Friedlos,M 24 F 6530001,,W-ESB-S3 (6S030). Kassel. Servicebezirk,Mehrraum-Gebäudestandort,50.897488031602,9.74417796474016,
M 24/25 F 5609 Ri. BTS Burger Heide,M 24/25 F 5609001,,O-BLN-S2 (1S020). Berlin2. Servicebezirk,Mehrraum-Gebäudestandort,51.4370160273384,14.3841561128456,
M 24/25 F 6209 Ri. BTS Immigrath,M 24/25 F 6209001,,W-ESN-S3 (5S030). Opladen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.1176785200597,6.96238853344675,
M 24/25 F 7305 Ri. BTS Treis-Karden,M 24/25 F 7305001,,W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,50.1800265606622,7.29960267978478,
M 25/26 F 5119 Ri. BTS Gera Kaimberg,M 25/26 F 5119001,,O-DRE-S2 (0S020). Plauen. Servicebezirk,Mehrraum-Gebäudestandort,50.8563501240601,12.1243757258199,
M 25/26 F 7016 Ri. BTS Gipp Köpfl Tun.,M 25/26 F 7016001,,Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.4217731174293,7.98615601809217,
M 25/26 F 7206 Ri. BTS Durlesbach,M 25/26 F 7206001,4500  (Ulm Hbf. W 104 - Friedrichshafen Stadt. W 262),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.8802515535056,9.64293159685957,
M 25/26 F 7401 Ri. BTS Kleinalfalterbach,M 25/26 F 7401001,,S-MUE-S4 (8S040). Würzburg. Servicebezirk,Mehrraum-Gebäudestandort,49.1914649892573,11.5927623242881,
M 25A F 7033 Ri. BTS Neckarhausen,M 25a F 7033001,,Darmstadt 3T040. Darmstadt 3T040. Serviceteam,Mehrraum-Gebäudestandort,49.417375168738,8.87960654639493,
M 26/27 F 5117 Ri. BTS Kleinschirma,M 26/27 F 5117001,6258  (Dresden Hbf. Gl 265 u. 266 - Abzw Werdau Bgdr Nmsp. W 6),O-DRE-S1 (0S010). Dresden. Servicebezirk,Mehrraum-Gebäudestandort,50.9027892817219,13.2819763475224,
M 26/27 F 6309 Ri. BTS Riesberg Süd,M 26/27 F 6309001,,N-HAN-S2 (3S020). Braunschweig. Servicebezirk,Mehrraum-Gebäudestandort,51.9716892039977,9.99073551812036,
M 26/27 F 7042 Ri.Grießen BSH ZBF BTS,M 26/27 F 7042001,4000  (Mannheim - Konstanz Landesgrenze),Freiburg 4T040. Freiburg 4T040. Serviceteam,Mehrraum-Gebäudestandort,47.6282746215591,8.39562541453342,
M 26A F 7205 Ri. BTS Manzell BSH ZBF,M 26a F 7205001,4331  (Stahringen. W 106 - Friedrichshafen Stadt. W 262),Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.7228341817502,9.39573028072287,
F 5210 M 27/28 Ri. BTS Blankenheim Tr.,M 27/28 F 5210001,6343  (Halle (Saale) Hbf. Gl 5W - Hann Münden. W 376),Halle 1T080. Halle 1T080. Serviceteam,Mehrraum-Gebäudestandort,51.510861262232,11.4414373357889,
M 27/28 F 7016 Ri. BTS Frankenstein/Pf,M 27/28 F 7016001,3280  (Homburg (Saar) Hbf - Ludwigshafen (Rhein) Hbf. W 3),Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.4386058401024,7.96960554953228,
F 7033 M 27/28 Ri. BTS Neckarsteinach,M 27/28 F 7033001,4111  (Neckargemünd. W 1 --Neckarelz-- - Bad Friedrichshall-Jagstfe),Darmstadt 3T040. Darmstadt 3T040. Serviceteam,Mehrraum-Gebäudestandort,49.4104928394307,8.83049021849156,
M 27/28 F 7206 Ri. BTS Mochenwangen,M 27/28 F 7206001,,Ulm 4T050. Ulm 4T050. Serviceteam,Mehrraum-Gebäudestandort,47.8306807337291,9.62101442223774,
M 27/28 F 7401 Ri. BTS Deining 19446,M 27/28 F 7401001,,S-MUE-S4 (8S040). Würzburg. Servicebezirk,Mehrraum-Gebäudestandort,49.1983401979464,11.5795755920992,
M 28/29 F 7016 Ri. BTS Buchhalde,M 28/29 F 7016001,,Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.4374110131832,7.93736250724228,
M 29/30 F 7303 Ri. BTS Fremersdorf,M 29/30 F 7303001,,Saarbrücken 3T130. Saarbrücken 3T130. Serviceteam,Mehrraum-Gebäudestandort,49.410369423416,6.64807752590068,
M 29/30 F 7305 Ri. BTS Klotten,M 29/30 F 7305001,3010  (Koblenz Hbf - Perl (DB-Grenze)),Koblenz 3T120. Koblenz 3T120. Serviceteam,Mehrraum-Gebäudestandort,50.16516655196,7.20297684096563,
M 29/30 F 7401 Ri. BTS Greißelbach 21245,M 29/30 F 7401001,,S-MUE-S4 (8S040). Würzburg. Servicebezirk,Mehrraum-Gebäudestandort,49.2038250798798,11.5156279818994,
M 3 F 6118 Ri.Düsseldorf Unterrath BTS,M 3 F 6118001,,W-ESN-S3 (5S030). Opladen-Nord. Servicebezirk,Mehrraum-Gebäudestandort,51.2780718451678,6.78788895712262,
F 6507 M 3.07/3.08 Ri.BTS Langenselbold,M 3.07/3.08 F 650001,3600  (Frankfurt (Main) Hbf - Göttingen. W 251),Gießen 3T020. Gießen 3T020. Serviceteam,Mehrraum-Gebäudestandort,50.1596830884351,9.05008010306786,
F 6507 M 3.11/3.12Ri.BTS Hanau Wolfgang,M 3.11/3.12 F 650001,3600  (Frankfurt (Main) Hbf - Göttingen. W 251),Gießen 3T020. Gießen 3T020. Serviceteam,Mehrraum-Gebäudestandort,50.1235550718326,8.95800130870941,
M 3.3/4 F 6319 Ri. BTS Han. Tiergarten,M 3.3/4 F 6319001,,N-HAN-S1 (3S010). Hannover. Servicebezirk,Mehrraum-Gebäudestandort,52.3744199319318,9.82603240437026,
M 3.9/3.10 F 6507 Ri.BTS Niederrodenb,M 3.9/3.10 F 6507001,,W-ESB-S2 (6S020). Mainz. Servicebezirk,Mehrraum-Gebäudestandort,50.1448601429543,9.00548561229705,
M 3/4 F 5306 Ri. BTS Stöben,M 3/4 F 5306001,,O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.0899671758653,11.6877247571865,
M 3/4 F 5306 Ri. BTS Stöben,M 3/4 F 5306001,,O-DRE-S3 (0S030). Erfurt. Servicebezirk,Mehrraum-Gebäudestandort,51.0899671758653,11.6877247571865,
